Country,Country_Code,Region,Year,Month,Total_Revenue,Accommodation_Revenue,Transportation_Revenue,Food_Beverage_Revenue,Activities_Revenue,Revenue_Per_Tourist,Tourism_Maturity
Austria,AUS,Europe,2021,4,1313563690.75,619190712.37,349787028.9,325738680.22,240157324.86,20043.7,mature
Austria,AUS,Europe,2021,5,1072909000.63,430767684.69,311490811.98,262211971.76,148083537.41,16329.18,mature
Austria,AUS,Europe,2021,6,2640713269.31,1009040562.06,560797640.79,629707471.51,510173424.68,27645.37,mature
Austria,AUS,Europe,2021,7,2957547337.13,898093219.79,832856051.45,584695386.68,317944725.62,26352.79,mature
Austria,AUS,Europe,2021,8,2703617928.32,893339893.6,726267170.35,486491576.53,304884430.02,24507.94,mature
Austria,AUS,Europe,2021,9,1880704855.6,924001978.13,402203002.8,325406297.07,299430916.81,20968.25,mature
Austria,AUS,Europe,2021,10,1203173259.95,399114634.82,281130581.33,294677625.36,236115797.49,16480.47,mature
Austria,AUS,Europe,2021,11,1188920467.49,522105605.77,323466425.0,234166546.54,181923215.58,20524.46,mature
Austria,AUS,Europe,2021,12,1349667085.57,602298826.62,283004426.26,232802322.33,264931981.62,27111.55,mature
Austria,AUS,Europe,2022,1,1206745651.84,426819712.86,292263094.5,216118582.84,131677695.27,17560.58,mature
Austria,AUS,Europe,2022,2,905034305.35,387383607.15,201205648.12,194371248.95,99561094.85,16816.57,mature
Austria,AUS,Europe,2022,3,1378671417.89,651165173.1,380516922.84,298624045.67,142127130.72,15844.98,mature
Austria,AUS,Europe,2022,4,1675439733.19,774828659.87,359326142.05,387504655.02,265428783.58,17000.22,mature
Austria,AUS,Europe,2022,5,2483362113.51,1065117526.15,600226035.19,445012865.65,415399226.83,19931.15,mature
Austria,AUS,Europe,2022,6,3849350839.8,1189243574.06,916110445.27,712410824.9,600295038.94,28120.44,mature
Austria,AUS,Europe,2022,7,4545360399.21,2212153644.3,1158389765.11,1101683001.41,825865132.12,24066.46,mature
Austria,AUS,Europe,2022,8,3525911670.36,1151096634.69,1008851561.3,717910953.68,359552285.56,24521.09,mature
Austria,AUS,Europe,2022,9,2623610762.2,1035291708.56,603676124.44,529076787.78,478262830.78,21065.23,mature
Austria,AUS,Europe,2022,10,1436840309.98,534197945.79,333184110.96,336170274.16,255537347.21,16245.21,mature
Austria,AUS,Europe,2022,11,1376672601.1,595958350.26,329636749.03,285152100.95,274125153.9,17940.61,mature
Austria,AUS,Europe,2022,12,1760259625.64,876107525.52,483578367.03,285289201.19,316136673.56,26533.11,mature
Greece,GRE,Europe,2018,1,524303885.02,213111557.0,137013462.89,125425572.15,63463011.6,6617.41,mature
Greece,GRE,Europe,2018,2,717697742.11,349446137.24,149962035.42,171191374.35,90371067.78,8289.7,mature
Greece,GRE,Europe,2018,3,680534896.44,334629128.94,162797795.25,144476435.98,105678434.78,6429.54,mature
Greece,GRE,Europe,2018,4,695880162.75,301951550.4,142385083.16,118514997.45,135325292.75,6738.85,mature
Greece,GRE,Europe,2018,5,1294146386.2,513169210.31,280709635.23,248685765.76,242920443.56,8471.21,mature
Greece,GRE,Europe,2018,6,1773089038.94,577271186.2,513425032.16,339614531.31,192106857.69,9524.44,mature
Greece,GRE,Europe,2018,7,2003255086.68,954530286.25,498831224.56,333140180.64,379428483.85,9685.75,mature
Greece,GRE,Europe,2018,8,2422693711.71,737963818.95,625294850.4,422599343.4,371431849.09,11337.95,mature
Greece,GRE,Europe,2018,9,1197612545.9,434943243.16,311601123.54,244176333.06,167089991.95,6893.49,mature
Greece,GRE,Europe,2018,10,1003761037.36,495742298.82,218278432.32,214113997.86,108681700.62,6491.71,mature
Greece,GRE,Europe,2018,11,874075895.51,278802202.37,194875950.02,187662801.08,112138272.68,7850.65,mature
Greece,GRE,Europe,2018,12,955604820.66,310477037.01,210462457.24,213460702.62,98918368.49,10606.87,mature
Greece,GRE,Europe,2019,1,629128532.7,215785552.73,127095952.22,100369825.97,80615994.01,6501.61,mature
Greece,GRE,Europe,2019,2,558496389.68,264293831.84,115389475.28,131860087.21,101806077.7,6457.43,mature
Greece,GRE,Europe,2019,3,716234455.28,218478914.04,146827491.41,149720079.44,119636481.84,6475.78,mature
Greece,GRE,Europe,2019,4,1043133649.96,425906639.98,226848615.3,244192778.05,138481722.63,7692.33,mature
Greece,GRE,Europe,2019,5,1289422602.92,486075649.58,291796959.63,308720111.64,202105925.02,8547.66,mature
Greece,GRE,Europe,2019,6,2248453764.59,858189285.74,649109603.74,543614335.69,323050851.2,11049.13,mature
Greece,GRE,Europe,2019,7,2239469092.5,961928737.26,661670029.68,475315324.67,437642075.07,9923.29,mature
Greece,GRE,Europe,2019,8,2336963298.83,1128790230.45,493699115.37,434402781.57,349252442.62,10164.51,mature
Greece,GRE,Europe,2019,9,1377471088.92,494274987.88,402805509.34,331074654.05,247853416.36,7768.28,mature
Greece,GRE,Europe,2019,10,942171530.9,297404160.33,235366833.75,213434239.43,105828088.08,6507.61,mature
Greece,GRE,Europe,2019,11,851351184.72,345283417.93,232077432.2,164768399.17,144159006.41,7740.96,mature
Greece,GRE,Europe,2019,12,963313206.82,330338261.55,279682004.75,176226117.03,191266397.37,9733.48,mature
Greece,GRE,Europe,2020,1,182032305.4,72662775.18,42322277.36,45434626.99,36225061.45,6348.12,mature
Greece,GRE,Europe,2020,2,159671095.19,56435968.29,43904317.46,38156193.36,26564432.01,6790.47,mature
Greece,GRE,Europe,2020,3,320257065.01,100131090.7,84564790.15,70462027.15,38120808.96,8263.42,mature
Greece,GRE,Europe,2020,4,309464867.98,151282839.61,89681881.79,54000611.16,40972920.69,8060.45,mature
Greece,GRE,Europe,2020,5,304054260.18,100846356.6,89816204.36,50521553.4,53556815.44,7409.09,mature
Greece,GRE,Europe,2020,6,562988240.76,233496084.74,115253478.99,95990162.61,81317528.22,10158.94,mature
Greece,GRE,Europe,2020,7,742417858.33,338180529.49,150721257.53,122683824.71,128422827.8,10944.63,mature
Greece,GRE,Europe,2020,8,640140799.64,222330057.22,142729188.44,101656243.52,73635010.54,11262.55,mature
Greece,GRE,Europe,2020,9,262636227.84,109773078.73,76266706.87,43323844.43,45999255.7,6258.76,mature
Greece,GRE,Europe,2020,10,364203561.57,177725648.65,101908618.84,85687228.95,59698140.98,7582.36,mature
Greece,GRE,Europe,2020,11,267586613.44,99053580.47,59110353.72,64555804.9,46408506.42,8138.53,mature
Greece,GRE,Europe,2020,12,275144603.92,130248476.91,64628824.42,49478643.04,44664596.85,9572.24,mature
Greece,GRE,Europe,2021,1,510313666.66,208030052.19,115069464.33,125525616.22,99517335.91,7570.52,mature
Greece,GRE,Europe,2021,2,315974330.88,116141271.08,64634087.04,74261828.13,59609133.8,6249.74,mature
Greece,GRE,Europe,2021,3,483143831.44,226080201.98,130611186.08,96608181.6,65891706.47,7452.82,mature
Greece,GRE,Europe,2021,4,486666684.65,171251109.04,124687137.97,81118032.55,57173206.75,6862.97,mature
Greece,GRE,Europe,2021,5,434599757.53,183690372.45,130134125.7,103835416.12,74129237.54,6264.32,mature
Greece,GRE,Europe,2021,6,1391277967.67,533374990.28,319726745.27,259978135.83,150455871.61,11198.13,mature
Greece,GRE,Europe,2021,7,1254360111.95,420176775.35,346564422.23,211983906.44,154050978.98,10843.08,mature
Greece,GRE,Europe,2021,8,1628583764.97,522904343.73,406957439.06,254496587.57,177579306.72,11600.1,mature
Greece,GRE,Europe,2021,9,710212841.45,302653972.77,155758218.66,168497038.93,120891506.29,7722.39,mature
Greece,GRE,Europe,2021,10,657570477.66,229937476.82,181113666.95,146876515.07,75543794.88,6943.43,mature
Greece,GRE,Europe,2021,11,518739160.69,178101542.82,119006243.48,92727942.96,102504087.56,7057.1,mature
Greece,GRE,Europe,2021,12,716949402.54,326936390.85,163279717.77,107580199.71,75864503.25,11115.49,mature
Greece,GRE,Europe,2022,1,550842298.36,196703706.85,120797215.24,85360776.69,103331500.88,7534.02,mature
Greece,GRE,Europe,2022,2,427247459.08,137349224.33,118193908.67,96379575.19,55089442.93,7644.3,mature
Greece,GRE,Europe,2022,3,745523742.98,345025685.9,173674581.9,175006336.94,77806705.69,6680.92,mature
Greece,GRE,Europe,2022,4,872827939.06,293199537.58,233223536.74,217963794.08,123287909.3,7408.34,mature
Greece,GRE,Europe,2022,5,917740709.04,333630523.49,265365322.51,207938112.88,113085080.43,6474.73,mature
Greece,GRE,Europe,2022,6,1608356029.89,682646752.27,348699532.61,333303181.37,233416990.12,11591.42,mature
Greece,GRE,Europe,2022,7,2351087565.31,867156342.81,675932577.83,543564482.69,393713935.08,11278.09,mature
Greece,GRE,Europe,2022,8,1938219905.11,957608391.38,493987668.51,466629151.47,235635189.0,9965.14,mature
Greece,GRE,Europe,2022,9,1059037260.4,490558604.15,312334115.89,181345911.39,151512021.21,8541.11,mature
Greece,GRE,Europe,2022,10,914394919.91,299367338.46,208844019.93,224175404.95,152447160.37,6468.46,mature
Greece,GRE,Europe,2022,11,509216657.02,249981923.96,139511686.8,122567380.66,98137293.0,6976.24,mature
Greece,GRE,Europe,2022,12,787380796.44,274501957.65,235945659.81,143704147.92,131626900.45,11116.8,mature
Portugal,POR,Europe,2018,1,1006935031.03,337353643.71,262713546.5,188817715.83,125291825.29,10271.07,mature
Portugal,POR,Europe,2018,2,603274809.83,286190440.45,128852353.42,143465817.79,96565631.66,7834.43,mature
Portugal,POR,Europe,2018,3,872791864.64,406485668.32,219021981.76,162102286.14,99394120.92,9616.59,mature
Portugal,POR,Europe,2018,4,1076962144.9,442236638.92,247043967.94,226168181.11,155014364.88,9468.46,mature
Portugal,POR,Europe,2018,5,1529063032.54,629816860.51,448577947.57,308562315.73,288609929.22,10156.18,mature
Portugal,POR,Europe,2018,6,2139022875.9,880436704.88,506265644.51,406450522.32,413494830.27,13222.54,mature
Portugal,POR,Europe,2018,7,2560797842.65,830445087.12,724759799.72,531854869.54,328972207.14,12353.1,mature
Portugal,POR,Europe,2018,8,2407220824.62,974878805.96,623985400.66,558728235.74,335651395.95,12964.77,mature
Portugal,POR,Europe,2018,9,1791568745.97,836579107.86,509481564.43,314285088.21,241892782.77,9778.77,mature
Portugal,POR,Europe,2018,10,1204351783.06,574661846.68,336067872.01,250982443.62,238911313.52,9540.1,mature
Portugal,POR,Europe,2018,11,992667297.81,465054815.75,279775374.27,239038088.39,197310330.16,9084.04,mature
Portugal,POR,Europe,2018,12,1196615768.65,405803435.09,294474618.9,281669576.14,219711415.15,13149.91,mature
Portugal,POR,Europe,2019,1,736254745.26,227842395.8,184788315.44,145344117.67,79939888.09,8782.71,mature
Portugal,POR,Europe,2019,2,909705647.72,324508429.08,240685562.07,145688255.34,169269218.51,10125.05,mature
Portugal,POR,Europe,2019,3,1233840505.61,466002486.01,324436997.47,208204896.41,244969469.01,9962.38,mature
Portugal,POR,Europe,2019,4,1273248063.03,582877685.06,274178719.1,193245127.08,201857102.32,10128.62,mature
Portugal,POR,Europe,2019,5,1289986297.35,588345582.18,311670511.42,237176138.76,138499283.67,8221.55,mature
Portugal,POR,Europe,2019,6,2785170514.0,1368081761.52,593686085.54,510469283.77,387358044.21,14613.49,mature
Portugal,POR,Europe,2019,7,3020288185.64,1470559325.81,821923657.53,741757530.47,566154652.12,12568.14,mature
Portugal,POR,Europe,2019,8,2624632795.23,1153246383.86,752262407.03,573259144.88,311995296.87,13907.03,mature
Portugal,POR,Europe,2019,9,2012366771.84,810984469.09,600066576.53,404478787.95,208975230.21,9695.77,mature
Portugal,POR,Europe,2019,10,1283504203.88,620543930.39,380219680.35,286028729.15,135648925.7,8572.75,mature
Portugal,POR,Europe,2019,11,803497016.33,318119735.66,241022774.83,190372285.94,155324620.56,7868.86,mature
Portugal,POR,Europe,2019,12,1513482097.45,714098608.37,351082196.11,231163807.55,290323798.42,13523.86,mature
Portugal,POR,Europe,2020,1,243918242.42,108713694.99,64857063.41,40445633.84,29167231.12,8438.91,mature
Portugal,POR,Europe,2020,2,229499606.78,103592939.48,46800575.23,43767152.6,38214282.61,8762.54,mature
Portugal,POR,Europe,2020,3,284842869.96,92255892.72,68083491.46,50888865.5,46973314.18,8301.55,mature
Portugal,POR,Europe,2020,4,422036002.62,126988011.16,122490881.63,81588972.25,70227117.04,10635.99,mature
Portugal,POR,Europe,2020,5,408894956.78,169565357.93,85758022.89,67083109.35,73162758.56,10289.25,mature
Portugal,POR,Europe,2020,6,717738657.44,297005656.16,174272724.72,129454142.2,128257570.04,12370.11,mature
Portugal,POR,Europe,2020,7,915547906.49,392973099.25,217229430.41,158066629.08,138787444.88,13838.81,mature
Portugal,POR,Europe,2020,8,976847654.75,405521691.67,290137394.47,148035155.61,195208036.68,14090.03,mature
Portugal,POR,Europe,2020,9,433441607.81,202215595.3,101206550.85,87049869.43,77888990.88,9822.37,mature
Portugal,POR,Europe,2020,10,436423983.83,160083322.39,101442837.48,94390268.14,84389524.33,10024.9,mature
Portugal,POR,Europe,2020,11,282068342.5,104531244.42,81649957.44,61577100.48,39158870.45,9083.45,mature
Portugal,POR,Europe,2020,12,256623533.06,114017285.13,60380604.41,40304424.66,41375132.19,11867.53,mature
Portugal,POR,Europe,2021,1,507897699.19,186749566.13,125916480.53,112625033.23,64824531.3,8744.8,mature
Portugal,POR,Europe,2021,2,394830279.53,151964309.11,81134677.92,86754814.0,77356864.61,8036.77,mature
Portugal,POR,Europe,2021,3,635748191.33,225740253.47,138701334.69,110161402.14,77663635.0,9726.87,mature
Portugal,POR,Europe,2021,4,651178873.27,208031682.02,188563107.33,155314007.68,105180772.37,8717.95,mature
Portugal,POR,Europe,2021,5,767065161.9,353463740.24,158152619.38,123222975.61,101658869.2,7981.12,mature
Portugal,POR,Europe,2021,6,1443337305.18,535157418.18,312515691.72,232684696.23,268376336.25,12962.05,mature
Portugal,POR,Europe,2021,7,1632018049.78,560957041.08,405881478.36,250812352.9,261168777.43,12762.31,mature
Portugal,POR,Europe,2021,8,1370145220.4,574966757.66,358173109.96,316397248.86,168514812.24,12426.83,mature
Portugal,POR,Europe,2021,9,1018564290.06,501518105.77,277775198.07,252129680.85,196314588.92,9155.63,mature
Portugal,POR,Europe,2021,10,877696068.2,309638947.59,241974149.26,192928061.95,139456261.14,9586.44,mature
Portugal,POR,Europe,2021,11,652861923.73,275976018.51,164480663.56,125085438.15,68205031.92,9841.15,mature
Portugal,POR,Europe,2021,12,757277786.33,358274267.17,196441441.21,133877951.31,77858080.11,14232.14,mature
Portugal,POR,Europe,2022,1,660974961.76,207930480.36,155982577.43,111598744.58,83617171.98,7804.18,mature
Portugal,POR,Europe,2022,2,637088670.27,313339291.95,140591188.74,125228948.02,126874896.38,9846.51,mature
Portugal,POR,Europe,2022,3,984659134.81,364780033.67,228410300.98,171544423.54,113767797.05,10525.15,mature
Portugal,POR,Europe,2022,4,752742060.79,277177769.89,206615470.7,130741247.14,130701030.78,9145.65,mature
Portugal,POR,Europe,2022,5,1033665034.52,432636114.28,272725293.67,224489452.22,121490681.36,8642.83,mature
Portugal,POR,Europe,2022,6,1900297814.96,663627964.33,489547200.0,299438744.52,288513941.44,12526.93,mature
Portugal,POR,Europe,2022,7,2189915553.68,804599497.07,588365946.11,418835377.15,280384050.81,11955.84,mature
Portugal,POR,Europe,2022,8,2192367949.43,982298840.06,494287975.03,394494667.14,359612781.12,13501.38,mature
Portugal,POR,Europe,2022,9,1427248027.42,489223953.99,378826970.23,343480060.35,208658918.16,10623.28,mature
Portugal,POR,Europe,2022,10,999686337.55,433238279.82,203079462.26,185957708.8,125757944.76,8726.77,mature
Portugal,POR,Europe,2022,11,713078884.25,239560172.29,195174204.52,175067982.28,98745070.67,8457.02,mature
Portugal,POR,Europe,2022,12,993182887.45,440757048.42,252090110.98,220848577.82,163667021.6,11843.63,mature
Poland,POL,Eastern Europe,2018,1,531938279.8,174522586.85,115386022.06,97960116.52,79332680.13,4050.76,emerging
Poland,POL,Eastern Europe,2018,2,388661091.96,187098669.14,111618495.38,66947919.91,67225790.95,4073.76,emerging
Poland,POL,Eastern Europe,2018,3,487089807.23,236840884.71,107867783.37,79944002.0,89740703.96,3458.88,emerging
Poland,POL,Eastern Europe,2018,4,557493022.96,258835277.79,120303838.26,132950528.46,93526164.4,3836.97,emerging
Poland,POL,Eastern Europe,2018,5,751083893.6,312839039.33,207665419.61,143878255.1,85084379.21,3762.87,emerging
Poland,POL,Eastern Europe,2018,6,1333096081.3,599387182.05,287101897.99,229828519.61,226165832.05,5147.53,emerging
Poland,POL,Eastern Europe,2018,7,1458495484.08,487120240.77,421416529.65,242240837.63,196043463.25,4841.78,emerging
Poland,POL,Eastern Europe,2018,8,1289779242.12,509756866.59,304556852.65,311164207.74,213926038.07,5021.84,emerging
Poland,POL,Eastern Europe,2018,9,826976823.99,307258230.71,206988370.84,126830392.57,159328897.58,3431.67,emerging
Poland,POL,Eastern Europe,2018,10,646870048.54,284311361.93,179682564.82,150551436.4,75401909.76,3277.23,emerging
Poland,POL,Eastern Europe,2018,11,451359050.4,142961151.25,126596840.96,89660287.8,52289452.15,3632.61,emerging
Poland,POL,Eastern Europe,2018,12,595708764.69,218168785.71,125963011.69,116822886.58,73584722.54,5350.98,emerging
Poland,POL,Eastern Europe,2019,1,529621048.51,197163262.57,136242520.49,129670351.91,73814407.62,4101.55,emerging
Poland,POL,Eastern Europe,2019,2,316236102.97,105142536.25,92919766.86,72757856.26,38612775.68,3430.12,emerging
Poland,POL,Eastern Europe,2019,3,530867537.19,256399653.63,134695937.02,109164111.84,87494640.21,3401.25,emerging
Poland,POL,Eastern Europe,2019,4,651810237.76,317990258.3,182651899.14,158686409.19,118669207.93,3888.29,emerging
Poland,POL,Eastern Europe,2019,5,691986134.79,223862305.99,199630590.49,105714476.09,124154398.04,3076.66,emerging
Poland,POL,Eastern Europe,2019,6,1658303914.85,635284476.41,390506485.55,280983714.99,173942627.12,5499.72,emerging
Poland,POL,Eastern Europe,2019,7,2188517129.49,688825736.29,644445992.16,393220384.56,392673442.36,5381.26,emerging
Poland,POL,Eastern Europe,2019,8,1703306402.56,693681304.19,400123628.18,260606067.84,282033364.17,4603.68,emerging
Poland,POL,Eastern Europe,2019,9,1026342171.97,310109855.28,233024516.61,226165350.41,192054661.14,4093.55,emerging
Poland,POL,Eastern Europe,2019,10,697007625.68,218960315.32,140003837.33,119551195.55,74671632.21,3240.34,emerging
Poland,POL,Eastern Europe,2019,11,595210784.3,230956756.83,147607739.35,97753211.68,87138147.48,3431.54,emerging
Poland,POL,Eastern Europe,2019,12,549788865.98,191262869.5,130249713.25,88975167.77,99731953.04,4546.26,emerging
Poland,POL,Eastern Europe,2020,1,104011056.14,46906692.08,25731222.78,20591517.0,17111840.05,3252.17,emerging
Poland,POL,Eastern Europe,2020,2,81583409.53,25760113.96,18983182.53,15638091.5,11665944.57,3074.21,emerging
Poland,POL,Eastern Europe,2020,3,181613369.71,54509618.83,53741304.71,30410930.13,22676820.63,3791.59,emerging
Poland,POL,Eastern Europe,2020,4,176724056.04,53211309.34,52863574.36,27144061.03,19802734.92,4050.98,emerging
Poland,POL,Eastern Europe,2020,5,212896901.72,82549566.1,53617052.87,34163959.07,22858184.65,3296.28,emerging
Poland,POL,Eastern Europe,2020,6,319440877.27,112235596.99,93325705.6,60369295.21,56349606.88,4572.13,emerging
Poland,POL,Eastern Europe,2020,7,407669820.43,127574499.8,104130278.27,94664699.19,77394481.33,4751.67,emerging
Poland,POL,Eastern Europe,2020,8,421603131.15,151273925.67,88937675.7,91396090.31,53983617.13,5155.4,emerging
Poland,POL,Eastern Europe,2020,9,282033746.31,118743039.1,80630023.15,58286589.07,49969113.61,3981.05,emerging
Poland,POL,Eastern Europe,2020,10,182214587.35,72997306.18,36796529.89,38407769.13,27946968.23,3357.74,emerging
Poland,POL,Eastern Europe,2020,11,157559541.71,70238656.08,41400613.06,24527064.04,29983733.73,3880.49,emerging
Poland,POL,Eastern Europe,2020,12,130181869.03,59968737.78,32276594.2,30176073.44,19072553.44,4556.43,emerging
Poland,POL,Eastern Europe,2021,1,258028763.18,96155218.78,70794803.08,45262790.89,44364327.94,3757.63,emerging
Poland,POL,Eastern Europe,2021,2,161078292.18,71588595.09,36946065.67,28649896.83,29179234.97,3243.3,emerging
Poland,POL,Eastern Europe,2021,3,312308489.85,136878712.93,91316148.89,51724335.13,39641982.46,3946.73,emerging
Poland,POL,Eastern Europe,2021,4,353387754.76,127593217.09,82269799.58,77639614.03,44907036.71,3357.41,emerging
Poland,POL,Eastern Europe,2021,5,440286301.18,182315035.78,96570585.75,82108442.24,46579666.06,3348.24,emerging
Poland,POL,Eastern Europe,2021,6,754192326.81,274119901.1,214947990.82,153096939.09,92630818.47,5616.19,emerging
Poland,POL,Eastern Europe,2021,7,912579596.23,400615278.06,270567877.93,153593508.6,101791064.36,4755.35,emerging
Poland,POL,Eastern Europe,2021,8,787746803.88,298368641.1,221061681.09,155098624.89,83695040.54,4974.97,emerging
Poland,POL,Eastern Europe,2021,9,589259251.01,220758659.03,157245700.88,127721251.55,62245934.2,4068.04,emerging
Poland,POL,Eastern Europe,2021,10,295111369.46,93729556.44,87250595.15,67698340.07,33406969.32,3028.09,emerging
Poland,POL,Eastern Europe,2021,11,347015163.82,146577383.4,69422434.17,66941455.32,59401204.54,3721.26,emerging
Poland,POL,Eastern Europe,2021,12,310787751.56,146126423.22,82679017.65,46833361.41,57648460.74,4747.82,emerging
Poland,POL,Eastern Europe,2022,1,354925969.29,169507589.08,82829742.76,78035807.3,63440566.91,3046.0,emerging
Poland,POL,Eastern Europe,2022,2,206889036.8,76815285.67,51919667.41,43088604.5,26730930.55,3342.96,emerging
Poland,POL,Eastern Europe,2022,3,458688659.04,205217734.77,104312773.58,98179197.16,65838849.15,4149.38,emerging
Poland,POL,Eastern Europe,2022,4,568944943.99,208114379.12,124476846.47,87966640.72,112896270.48,3999.61,emerging
Poland,POL,Eastern Europe,2022,5,678211217.09,233374984.9,168994532.91,121510988.52,83616663.28,3431.36,emerging
Poland,POL,Eastern Europe,2022,6,1172593645.36,369331446.99,294202918.9,221318995.0,179703411.7,5234.98,emerging
Poland,POL,Eastern Europe,2022,7,1397665635.02,578723280.93,290968623.78,262224289.88,172960927.81,4899.38,emerging
Poland,POL,Eastern Europe,2022,8,1318778171.89,500696844.15,346994757.93,280735922.51,186391457.78,5032.79,emerging
Poland,POL,Eastern Europe,2022,9,500356435.81,208339778.57,148431505.73,84332211.43,53491064.05,3229.96,emerging
Poland,POL,Eastern Europe,2022,10,486426000.29,186098837.46,112179000.99,113566350.58,72624747.9,3324.01,emerging
Poland,POL,Eastern Europe,2022,11,364438624.15,178589434.64,77445497.03,59145161.3,45382990.08,3303.11,emerging
Poland,POL,Eastern Europe,2022,12,505545434.9,227662547.14,116923095.9,112728441.74,89114387.97,4623.06,emerging
Czech Republic,CZE,Eastern Europe,2018,1,136988375.06,55298471.03,34515483.8,32484935.75,14049950.36,4208.16,emerging
Czech Republic,CZE,Eastern Europe,2018,2,103787633.1,49454586.73,23215251.22,16988789.98,16358374.61,4323.04,emerging
Czech Republic,CZE,Eastern Europe,2018,3,161141543.59,63402574.27,45442121.0,32561822.97,24427281.95,4307.22,emerging
Czech Republic,CZE,Eastern Europe,2018,4,196537746.18,90126926.07,53847699.12,34082013.76,25943071.33,4267.09,emerging
Czech Republic,CZE,Eastern Europe,2018,5,276265927.12,102644826.17,66402162.57,51507358.47,32091948.69,5006.72,emerging
Czech Republic,CZE,Eastern Europe,2018,6,477690942.28,220018266.99,118996413.33,93542275.48,55237848.3,6289.96,emerging
Czech Republic,CZE,Eastern Europe,2018,7,549403442.95,169540426.52,110647410.3,109222175.72,77423710.79,6053.3,emerging
Czech Republic,CZE,Eastern Europe,2018,8,543167147.82,270502295.45,130251275.41,124322644.2,65752859.72,6195.02,emerging
Czech Republic,CZE,Eastern Europe,2018,9,294604336.03,121871413.08,59039541.78,44704012.07,33650258.79,4221.96,emerging
Czech Republic,CZE,Eastern Europe,2018,10,194353640.36,78823987.1,52207846.87,35214521.42,24081794.71,4187.3,emerging
Czech Republic,CZE,Eastern Europe,2018,11,211826679.84,70444105.6,56734102.17,51502067.09,26101514.6,5056.25,emerging
Czech Republic,CZE,Eastern Europe,2018,12,188029828.88,93253728.1,42697320.83,33387764.93,27899345.0,5922.01,emerging
Czech Republic,CZE,Eastern Europe,2019,1,150581655.78,75076169.38,30763318.58,29385604.74,23315261.51,4198.8,emerging
Czech Republic,CZE,Eastern Europe,2019,2,109020089.15,44055518.93,32570614.47,25913002.26,14264664.66,4540.61,emerging
Czech Republic,CZE,Eastern Europe,2019,3,185078051.8,55534927.86,44595833.64,30794659.96,31673528.41,4663.09,emerging
Czech Republic,CZE,Eastern Europe,2019,4,214527891.21,96490168.08,49623730.12,52040789.86,31008217.55,4184.36,emerging
Czech Republic,CZE,Eastern Europe,2019,5,278978284.09,118742419.96,83062944.5,62567094.47,48199170.83,5080.46,emerging
Czech Republic,CZE,Eastern Europe,2019,6,445853367.47,178774694.25,102105490.0,67738209.51,76267023.09,6179.79,emerging
Czech Republic,CZE,Eastern Europe,2019,7,548596184.86,208172944.9,125334412.24,93241374.65,58541759.01,6137.73,emerging
Czech Republic,CZE,Eastern Europe,2019,8,563453977.32,178248093.65,143135292.33,85623824.53,109311191.73,6285.6,emerging
Czech Republic,CZE,Eastern Europe,2019,9,306315676.13,110558752.75,69233304.96,49145446.35,58350652.9,5264.42,emerging
Czech Republic,CZE,Eastern Europe,2019,10,247183629.08,104317667.26,71580830.97,59590702.86,45193612.91,4714.37,emerging
Czech Republic,CZE,Eastern Europe,2019,11,206930549.43,98384766.45,59512617.78,38667970.68,40835492.94,4984.72,emerging
Czech Republic,CZE,Eastern Europe,2019,12,240720582.25,90039580.78,58785158.17,52648746.18,32764452.2,6823.53,emerging
Czech Republic,CZE,Eastern Europe,2020,1,56134054.76,18502498.71,16321505.76,10110851.98,6470644.26,5061.68,emerging
Czech Republic,CZE,Eastern Europe,2020,2,32482282.89,11300347.4,9235998.47,5834676.85,6281632.69,5107.28,emerging
Czech Republic,CZE,Eastern Europe,2020,3,39100678.17,12274875.83,11482036.0,6512709.61,7601690.08,4181.44,emerging
Czech Republic,CZE,Eastern Europe,2020,4,57822406.44,18294146.57,14138360.13,9097775.45,7689145.92,5057.94,emerging
Czech Republic,CZE,Eastern Europe,2020,5,84011630.12,35278723.75,25000983.77,14027954.85,11166413.92,4373.33,emerging
Czech Republic,CZE,Eastern Europe,2020,6,157055146.37,52501049.41,42573090.28,29897955.53,30619036.22,6646.71,emerging
Czech Republic,CZE,Eastern Europe,2020,7,153407454.15,57162093.76,41718744.81,35878238.57,27620701.69,6708.68,emerging
Czech Republic,CZE,Eastern Europe,2020,8,162139572.19,62163772.12,39759503.69,30618167.53,21254286.05,6176.75,emerging
Czech Republic,CZE,Eastern Europe,2020,9,97241561.62,29410209.39,22302782.25,15963342.56,10976329.1,4954.73,emerging
Czech Republic,CZE,Eastern Europe,2020,10,58178870.8,26321902.48,17275761.13,11720822.75,7789986.84,4265.31,emerging
Czech Republic,CZE,Eastern Europe,2020,11,56530622.94,17717866.57,11832808.77,10431970.73,8187943.48,5065.47,emerging
Czech Republic,CZE,Eastern Europe,2020,12,68151113.51,33056887.61,17250931.45,13600540.64,8266805.17,6952.07,emerging
Czech Republic,CZE,Eastern Europe,2021,1,97095742.13,47065107.06,23234035.63,16609998.57,12984565.33,4517.76,emerging
Czech Republic,CZE,Eastern Europe,2021,2,67720332.8,28423375.34,16472496.1,15294882.17,10729971.03,4609.65,emerging
Czech Republic,CZE,Eastern Europe,2021,3,105378047.8,49799956.68,30198066.71,17951238.04,17106490.01,4827.65,emerging
Czech Republic,CZE,Eastern Europe,2021,4,116324446.35,38290586.71,33068362.74,19547972.63,20930018.27,4902.41,emerging
