Country,Country_Code,Region,Year,Month,Arrivals,Arrivals_Growth_Rate,Arrivals_Per_Capita,Source_Market_Diversity,Peak_Season_Arrivals,Off_Season_Arrivals,Population,GDP_Per_Capita,Tourism_Maturity
Poland,POL,Eastern Europe,2022,7,285274,40.1,0.007432,0.52,407650,154070,38386000,18000,emerging
Poland,POL,Eastern Europe,2022,8,262037,43.5,0.006826,0.71,412729,146281,38386000,18000,emerging
Poland,POL,Eastern Europe,2022,9,154911,38.7,0.004036,0.45,123585,201535,38386000,18000,emerging
Poland,POL,Eastern Europe,2022,10,146337,38.0,0.003812,0.85,116322,174421,38386000,18000,emerging
Poland,POL,Eastern Europe,2022,11,110332,44.0,0.002874,0.64,87030,134965,38386000,18000,emerging
Poland,POL,Eastern Europe,2022,12,109353,39.8,0.002849,0.49,148625,61733,38386000,18000,emerging
Czech Republic,CZE,Eastern Europe,2018,1,32553,-4.4,0.003042,0.71,28181,39141,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2018,2,24008,2.0,0.002244,0.42,19403,28454,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2018,3,37412,2.9,0.003497,0.41,29625,42538,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2018,4,46059,-0.7,0.004305,0.54,34441,53942,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2018,5,55179,5.8,0.005157,0.78,40837,69828,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2018,6,75945,-1.4,0.007098,0.68,123695,44540,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2018,7,90761,5.9,0.008482,0.79,128910,52769,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2018,8,87678,2.6,0.008194,0.53,134449,54484,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2018,9,69779,0.6,0.006521,0.87,60120,87739,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2018,10,46415,-0.9,0.004338,0.88,33495,58105,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2018,11,41894,6.4,0.003915,0.9,32254,48664,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2018,12,31751,-0.4,0.002967,0.53,46135,20325,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2019,1,35863,4.0,0.003352,0.43,26351,40134,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2019,2,24010,6.5,0.002244,0.88,19003,28821,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2019,3,39690,-3.2,0.003709,0.73,33347,50046,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2019,4,51269,5.8,0.004792,0.81,43124,56055,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2019,5,54912,13.7,0.005132,0.6,47308,71107,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2019,6,72147,8.0,0.006743,0.75,103278,40610,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2019,7,89381,-0.3,0.008353,0.61,142946,49552,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2019,8,89642,13.6,0.008378,0.54,134270,51633,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2019,9,58186,14.9,0.005438,0.48,42979,70475,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2019,10,52432,8.6,0.0049,0.77,43277,68349,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2019,11,41513,11.4,0.00388,0.73,35857,48815,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2019,12,35278,7.5,0.003297,0.45,53730,21014,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2020,1,11090,-68.4,0.001036,0.42,9153,13394,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2020,2,6360,-68.5,0.000594,0.87,5412,8370,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2020,3,9351,-75.7,0.000874,0.43,6811,11652,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2020,4,11432,-72.6,0.001068,0.71,8693,13931,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2020,5,19210,-73.8,0.001795,0.81,15298,22365,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2020,6,23629,-74.0,0.002208,0.56,33382,13000,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2020,7,22867,-85.6,0.002137,0.82,32388,13393,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2020,8,26250,-69.1,0.002453,0.59,39054,15130,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2020,9,19626,-69.2,0.001834,0.67,14233,23437,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2020,10,13640,-73.0,0.001275,0.73,11940,16571,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2020,11,11160,-70.6,0.001043,0.61,8243,13694,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2020,12,9803,-69.0,0.000916,0.44,14277,5941,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2021,1,21492,98.3,0.002009,0.81,17578,25138,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2021,2,14691,98.6,0.001373,0.58,11548,18249,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2021,3,21828,101.0,0.00204,0.6,16351,24395,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2021,4,23728,98.5,0.002218,0.84,19199,26944,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2021,5,40752,100.1,0.003809,0.88,30778,52679,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2021,6,48178,107.1,0.004503,0.6,75916,29088,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2021,7,49974,109.1,0.004671,0.77,79826,27864,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2021,8,50836,106.3,0.004751,0.82,75207,29764,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2021,9,37804,101.5,0.003533,0.82,30146,45492,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2021,10,32889,91.2,0.003074,0.56,23887,37667,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2021,11,22893,102.1,0.00214,0.76,17750,28412,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2021,12,21853,97.6,0.002042,0.53,35995,11868,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2022,1,31785,47.0,0.002971,0.74,23497,41488,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2022,2,22796,35.9,0.00213,0.51,17533,27609,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2022,3,28938,40.3,0.002704,0.49,22771,36512,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2022,4,34988,40.5,0.00327,0.41,28896,42846,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2022,5,46738,38.6,0.004368,0.41,39895,61410,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2022,6,57784,39.1,0.0054,0.83,94068,34113,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2022,7,61810,48.3,0.005777,0.41,94260,33461,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2022,8,66140,46.7,0.006181,0.42,100964,38872,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2022,9,54795,43.9,0.005121,0.54,45672,62749,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2022,10,42600,45.6,0.003981,0.67,31017,50365,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2022,11,34157,44.0,0.003192,0.51,25828,43589,10700000,23000,emerging
Czech Republic,CZE,Eastern Europe,2022,12,21867,38.6,0.002044,0.84,30069,12362,10700000,23000,emerging
Hungary,HUN,Eastern Europe,2018,1,20796,0.9,0.002128,0.57,16286,25104,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2018,2,24046,-1.6,0.002461,0.8,20238,26858,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2018,3,33567,-0.1,0.003435,0.58,26362,41728,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2018,4,47481,-0.6,0.004858,0.5,39060,54241,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2018,5,47485,-0.3,0.004859,0.61,36016,58946,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2018,6,67833,4.9,0.006941,0.81,99653,37902,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2018,7,75688,6.0,0.007745,0.74,108324,41609,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2018,8,80842,5.3,0.008272,0.69,130143,46463,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2018,9,72017,0.1,0.007369,0.61,56778,83487,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2018,10,52279,2.6,0.005349,0.5,45457,65108,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2018,11,35964,5.8,0.00368,0.79,25987,45905,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2018,12,31264,-0.2,0.003199,0.53,50324,17268,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2019,1,33556,7.3,0.003434,0.56,27793,41027,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2019,2,28625,9.6,0.002929,0.69,22575,32811,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2019,3,34225,8.6,0.003502,0.75,25920,42100,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2019,4,39615,8.5,0.004054,0.43,29353,48546,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2019,5,50720,11.2,0.00519,0.64,44056,58818,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2019,6,65581,4.9,0.00671,0.44,93622,35633,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2019,7,76967,14.6,0.007876,0.67,107938,44295,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2019,8,81794,5.4,0.008369,0.43,132271,49831,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2019,9,61646,19.3,0.006308,0.43,45272,75469,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2019,10,52351,3.8,0.005357,0.6,38892,65519,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2019,11,37787,-4.3,0.003867,0.75,32650,47995,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2019,12,34424,10.8,0.003522,0.87,49528,18593,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2020,1,8020,-75.0,0.000821,0.73,6588,9804,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2020,2,7856,-77.7,0.000804,0.68,6087,8738,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2020,3,10799,-68.2,0.001105,0.45,8470,13552,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2020,4,11849,-70.0,0.001212,0.4,9881,13811,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2020,5,17684,-70.8,0.00181,0.88,14333,21283,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2020,6,19542,-75.6,0.002,0.59,29941,11464,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2020,7,23814,-72.5,0.002437,0.56,32840,13365,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2020,8,22796,-70.1,0.002333,0.67,36750,15033,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2020,9,19837,-69.7,0.00203,0.56,15253,23342,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2020,10,15770,-65.7,0.001614,0.56,11690,19425,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2020,11,10783,-76.6,0.001103,0.75,8972,13596,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2020,12,8795,-66.0,0.0009,0.77,13507,4946,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2021,1,21261,94.9,0.002175,0.82,15975,23602,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2021,2,17668,96.8,0.001808,0.67,12964,19323,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2021,3,21523,95.5,0.002202,0.67,16302,26540,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2021,4,29481,99.9,0.003017,0.53,22678,36182,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2021,5,36698,102.9,0.003755,0.58,30186,43740,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2021,6,41018,95.4,0.004197,0.68,59787,26635,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2021,7,44200,106.2,0.004523,0.74,64920,27879,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2021,8,35418,94.1,0.003624,0.87,50480,19637,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2021,9,36689,100.4,0.003754,0.59,26780,42612,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2021,10,24626,100.1,0.00252,0.73,21662,29265,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2021,11,18675,91.6,0.001911,0.46,16085,22028,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2021,12,20376,94.4,0.002085,0.62,31471,11153,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2022,1,25919,42.3,0.002652,0.48,20641,31736,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2022,2,16354,49.1,0.001673,0.57,12107,19200,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2022,3,31418,38.0,0.003215,0.5,22915,38097,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2022,4,38364,42.9,0.003926,0.69,29742,48826,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2022,5,41196,42.1,0.004215,0.68,35646,48410,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2022,6,50600,39.5,0.005178,0.48,74880,30941,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2022,7,73307,49.1,0.007501,0.81,100728,43780,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2022,8,71891,43.8,0.007356,0.79,103028,46938,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2022,9,52015,29.0,0.005322,0.69,45240,64568,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2022,10,45373,41.2,0.004643,0.88,32828,59702,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2022,11,27886,39.7,0.002853,0.62,22951,32667,9773000,17000,emerging
Hungary,HUN,Eastern Europe,2022,12,25249,38.7,0.002584,0.85,36989,14290,9773000,17000,emerging
Romania,ROM,Eastern Europe,2018,1,54214,1.8,0.002818,0.81,46202,66202,19240000,14000,emerging
Romania,ROM,Eastern Europe,2018,2,51446,0.3,0.002674,0.68,43840,63359,19240000,14000,emerging
Romania,ROM,Eastern Europe,2018,3,72495,6.0,0.003768,0.61,63308,87709,19240000,14000,emerging
Romania,ROM,Eastern Europe,2018,4,69947,3.5,0.003636,0.71,56759,78645,19240000,14000,emerging
Romania,ROM,Eastern Europe,2018,5,105407,0.2,0.005479,0.78,84720,119577,19240000,14000,emerging
Romania,ROM,Eastern Europe,2018,6,119460,2.7,0.006209,0.62,167125,67152,19240000,14000,emerging
Romania,ROM,Eastern Europe,2018,7,153896,-1.8,0.007999,0.43,226125,92554,19240000,14000,emerging
Romania,ROM,Eastern Europe,2018,8,114408,1.0,0.005946,0.82,159439,68723,19240000,14000,emerging
Romania,ROM,Eastern Europe,2018,9,135015,7.7,0.007017,0.84,109262,176917,19240000,14000,emerging
Romania,ROM,Eastern Europe,2018,10,111779,3.8,0.00581,0.42,97399,143315,19240000,14000,emerging
Romania,ROM,Eastern Europe,2018,11,66115,1.3,0.003436,0.48,48946,73361,19240000,14000,emerging
Romania,ROM,Eastern Europe,2018,12,48267,2.4,0.002509,0.58,79489,30028,19240000,14000,emerging
Romania,ROM,Eastern Europe,2019,1,66532,-5.5,0.003458,0.44,47947,82560,19240000,14000,emerging
Romania,ROM,Eastern Europe,2019,2,43085,13.9,0.002239,0.64,33885,46781,19240000,14000,emerging
Romania,ROM,Eastern Europe,2019,3,65377,2.4,0.003398,0.45,57079,80011,19240000,14000,emerging
Romania,ROM,Eastern Europe,2019,4,77076,10.7,0.004006,0.6,58417,85036,19240000,14000,emerging
Romania,ROM,Eastern Europe,2019,5,114503,2.3,0.005951,0.74,92462,136720,19240000,14000,emerging
Romania,ROM,Eastern Europe,2019,6,121366,-1.6,0.006308,0.79,199982,69043,19240000,14000,emerging
Romania,ROM,Eastern Europe,2019,7,170464,5.3,0.00886,0.51,250548,100430,19240000,14000,emerging
Romania,ROM,Eastern Europe,2019,8,148161,10.4,0.007701,0.77,218687,90290,19240000,14000,emerging
Romania,ROM,Eastern Europe,2019,9,126481,7.4,0.006574,0.83,92273,157608,19240000,14000,emerging
Romania,ROM,Eastern Europe,2019,10,94543,-0.3,0.004914,0.67,74163,113897,19240000,14000,emerging
Romania,ROM,Eastern Europe,2019,11,65704,13.1,0.003415,0.47,48975,85929,19240000,14000,emerging
Romania,ROM,Eastern Europe,2019,12,68897,-0.8,0.003581,0.64,101659,40162,19240000,14000,emerging
Romania,ROM,Eastern Europe,2020,1,19908,-62.1,0.001035,0.48,15837,24146,19240000,14000,emerging
Romania,ROM,Eastern Europe,2020,2,11917,-69.7,0.000619,0.77,8628,13885,19240000,14000,emerging
Romania,ROM,Eastern Europe,2020,3,21466,-64.2,0.001116,0.53,17842,26107,19240000,14000,emerging
Romania,ROM,Eastern Europe,2020,4,25834,-67.3,0.001343,0.71,20619,28727,19240000,14000,emerging
Romania,ROM,Eastern Europe,2020,5,29512,-79.3,0.001534,0.7,23674,33914,19240000,14000,emerging
Romania,ROM,Eastern Europe,2020,6,38088,-72.6,0.00198,0.54,59813,20677,19240000,14000,emerging
Romania,ROM,Eastern Europe,2020,7,51590,-70.8,0.002681,0.49,76946,28424,19240000,14000,emerging
Romania,ROM,Eastern Europe,2020,8,48860,-60.8,0.00254,0.6,73603,31641,19240000,14000,emerging
Romania,ROM,Eastern Europe,2020,9,35425,-66.1,0.001841,0.85,28889,45147,19240000,14000,emerging
Romania,ROM,Eastern Europe,2020,10,32024,-73.6,0.001664,0.86,25989,35975,19240000,14000,emerging
Romania,ROM,Eastern Europe,2020,11,19050,-74.6,0.00099,0.52,14650,23112,19240000,14000,emerging
Romania,ROM,Eastern Europe,2020,12,14621,-62.1,0.00076,0.71,20097,8049,19240000,14000,emerging
Romania,ROM,Eastern Europe,2021,1,34878,93.5,0.001813,0.51,26693,41020,19240000,14000,emerging
Romania,ROM,Eastern Europe,2021,2,31409,105.9,0.001633,0.8,27302,34074,19240000,14000,emerging
Romania,ROM,Eastern Europe,2021,3,51131,92.6,0.002658,0.73,42370,66656,19240000,14000,emerging
Romania,ROM,Eastern Europe,2021,4,51633,98.2,0.002684,0.42,39085,66885,19240000,14000,emerging
Romania,ROM,Eastern Europe,2021,5,57201,96.4,0.002973,0.47,49047,68642,19240000,14000,emerging
Romania,ROM,Eastern Europe,2021,6,67560,103.8,0.003511,0.78,106610,39017,19240000,14000,emerging
Romania,ROM,Eastern Europe,2021,7,83882,97.9,0.00436,0.89,129488,54703,19240000,14000,emerging
Romania,ROM,Eastern Europe,2021,8,99086,96.5,0.00515,0.78,154327,64988,19240000,14000,emerging
Romania,ROM,Eastern Europe,2021,9,62435,98.6,0.003245,0.74,52239,76047,19240000,14000,emerging
Romania,ROM,Eastern Europe,2021,10,55534,92.7,0.002886,0.56,43782,68576,19240000,14000,emerging
Romania,ROM,Eastern Europe,2021,11,38091,103.8,0.00198,0.6,29066,42954,19240000,14000,emerging
Romania,ROM,Eastern Europe,2021,12,35010,100.4,0.00182,0.59,55155,22674,19240000,14000,emerging
Romania,ROM,Eastern Europe,2022,1,47398,43.5,0.002464,0.88,36983,55049,19240000,14000,emerging
Romania,ROM,Eastern Europe,2022,2,39159,38.0,0.002035,0.45,29751,45270,19240000,14000,emerging
Romania,ROM,Eastern Europe,2022,3,60397,42.7,0.003139,0.55,51784,77654,19240000,14000,emerging
Romania,ROM,Eastern Europe,2022,4,64806,43.8,0.003368,0.75,56459,80606,19240000,14000,emerging
Romania,ROM,Eastern Europe,2022,5,88374,31.2,0.004593,0.72,70849,97989,19240000,14000,emerging
Romania,ROM,Eastern Europe,2022,6,118620,38.6,0.006165,0.83,165023,77611,19240000,14000,emerging
Romania,ROM,Eastern Europe,2022,7,153758,35.4,0.007992,0.78,245027,100479,19240000,14000,emerging
Romania,ROM,Eastern Europe,2022,8,137981,39.5,0.007172,0.47,215459,86795,19240000,14000,emerging
Romania,ROM,Eastern Europe,2022,9,86908,45.8,0.004517,0.84,64921,94979,19240000,14000,emerging
Romania,ROM,Eastern Europe,2022,10,76899,50.7,0.003997,0.82,60085,86157,19240000,14000,emerging
Romania,ROM,Eastern Europe,2022,11,59926,47.8,0.003115,0.49,50054,72071,19240000,14000,emerging
Romania,ROM,Eastern Europe,2022,12,44841,53.1,0.002331,0.81,71696,28031,19240000,14000,emerging
Croatia,CRO,Eastern Europe,2018,1,13815,5.2,0.003365,0.58,11890,17325,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2018,2,9634,-0.8,0.002347,0.84,7009,12628,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2018,3,16352,6.4,0.003983,0.54,12424,21357,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2018,4,18959,-0.2,0.004619,0.6,14072,20524,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2018,5,23107,2.1,0.005629,0.58,17957,26863,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2018,6,19717,4.8,0.004803,0.84,29608,11848,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2018,7,33856,1.7,0.008248,0.73,51753,19969,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2018,8,36499,0.9,0.008891,0.5,58255,22551,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2018,9,21675,-4.9,0.00528,0.53,18214,26077,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2018,10,21470,-3.0,0.00523,0.9,16954,27932,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2018,11,14101,1.5,0.003435,0.5,11097,15972,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2018,12,12904,4.0,0.003144,0.48,17887,7073,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2019,1,13346,5.8,0.003251,0.62,9864,16055,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2019,2,9068,-2.4,0.002209,0.71,7572,10034,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2019,3,17460,2.8,0.004254,0.57,13812,21688,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2019,4,20163,5.1,0.004912,0.83,14550,25542,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2019,5,23920,4.9,0.005827,0.64,21000,30166,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2019,6,29153,-3.1,0.007102,0.9,46857,16083,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2019,7,32674,11.5,0.00796,0.4,48065,18564,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2019,8,31853,10.1,0.00776,0.81,43008,18377,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2019,9,23839,1.2,0.005807,0.43,17877,28924,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2019,10,19325,-3.3,0.004708,0.59,16622,25070,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2019,11,12296,4.6,0.002995,0.45,10729,13457,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2019,12,11564,-0.3,0.002817,0.56,16182,7331,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2020,1,3811,-75.9,0.000928,0.46,2787,4948,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2020,2,3098,-73.8,0.000755,0.67,2269,4057,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2020,3,4693,-73.5,0.001143,0.48,4020,5083,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2020,4,5984,-71.1,0.001458,0.87,5179,7640,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2020,5,6540,-70.4,0.001593,0.54,5011,7655,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2020,6,8886,-82.6,0.002165,0.48,13838,4977,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2020,7,10380,-81.3,0.002529,0.8,16316,6409,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2020,8,9762,-77.4,0.002378,0.44,14284,5756,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2020,9,7106,-72.0,0.001731,0.49,5562,9291,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2020,10,6149,-74.2,0.001498,0.45,5393,7204,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2020,11,4136,-65.6,0.001008,0.71,3105,4612,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2020,12,3797,-67.1,0.000925,0.8,5205,2203,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2021,1,8154,92.9,0.001986,0.58,6065,9974,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2021,2,5649,105.9,0.001376,0.47,4245,6423,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2021,3,9734,93.1,0.002371,0.7,8093,11360,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2021,4,9840,102.7,0.002397,0.63,8346,11053,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2021,5,15023,94.5,0.00366,0.41,12476,17365,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2021,6,16487,97.1,0.004017,0.52,24172,9062,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2021,7,19754,96.1,0.004812,0.44,32065,10681,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2021,8,17172,99.8,0.004183,0.55,27953,9606,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2021,9,15250,108.3,0.003715,0.84,12331,18426,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2021,10,11266,97.9,0.002745,0.86,8702,13173,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2021,11,8211,106.0,0.002,0.88,6881,10045,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2021,12,7211,91.7,0.001757,0.51,11344,4689,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2022,1,8537,37.2,0.00208,0.88,6754,10222,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2022,2,8958,40.4,0.002182,0.68,7543,11421,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2022,3,11556,32.1,0.002815,0.82,8992,14683,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2022,4,14888,44.5,0.003627,0.77,12637,19099,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2022,5,17794,41.0,0.004335,0.6,14729,21140,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2022,6,21320,48.1,0.005194,0.72,29974,13430,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2022,7,25161,42.8,0.006129,0.55,39619,15044,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2022,8,24809,28.7,0.006044,0.85,37401,15502,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2022,9,20210,33.6,0.004923,0.46,15217,21831,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2022,10,18009,35.7,0.004387,0.82,14553,20111,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2022,11,13404,49.3,0.003265,0.77,11302,17615,4105000,17000,emerging
Croatia,CRO,Eastern Europe,2022,12,8520,46.0,0.002076,0.72,11677,5518,4105000,17000,emerging
United States,UNI,North America,2018,1,2795043,-0.3,0.008444,0.81,2279553,3282701,331000000,65000,mature
United States,UNI,North America,2018,2,2771607,1.7,0.008373,0.57,2381210,3051962,331000000,65000,mature
United States,UNI,North America,2018,3,3487955,3.3,0.010538,0.49,2751492,3905533,331000000,65000,mature
United States,UNI,North America,2018,4,3840854,7.5,0.011604,0.72,2886163,4343311,331000000,65000,mature
